date,storage,inflow,outflow,elevation,evaporation
1959-11-14,60.597,1.472,0.085,2369.372,NA
1959-11-15,60.718,1.472,0.085,2369.402,NA
1959-11-16,60.487,1.444,4.078,2369.345,NA
1959-11-17,60.22,0.991,4.078,2369.277,NA
1959-11-18,59.989,1.557,4.219,2369.22,NA
1959-11-19,59.724,1.076,4.106,2369.152,NA
1959-11-20,59.531,2.152,4.361,2369.104,NA
1959-11-21,59.688,1.869,0.085,2369.143,NA
1959-11-22,59.832,1.756,0.113,2369.18,NA
1959-11-23,59.592,1.642,4.389,2369.119,NA
1959-11-24,59.353,1.642,4.389,2369.058,NA
1959-11-25,59.172,2.265,4.332,2369.012,NA
1959-11-26,59.232,0.765,0.085,2369.028,NA
1959-11-27,58.992,1.557,4.304,2368.967,NA
1959-11-28,59.087,1.189,0.085,2368.991,NA
1959-11-29,59.196,1.331,0.085,2369.018,NA
1959-11-30,58.944,1.472,4.361,2368.954,NA
1959-12-01,58.657,1.019,4.332,2368.881,NA
1959-12-02,58.468,2.209,4.389,2368.832,NA
1959-12-03,58.231,1.614,4.332,2368.771,NA
1959-12-04,57.911,0.68,4.361,2368.689,NA
1959-12-05,58.041,1.586,0.085,2368.723,NA
1959-12-06,58.136,1.189,0.113,2368.747,NA
1959-12-07,57.923,1.926,4.389,2368.692,NA
1959-12-08,57.627,0.963,4.361,2368.616,NA
1959-12-09,57.299,0.595,4.361,2368.531,NA
1959-12-10,57.147,2.605,4.361,2368.491,NA
1959-12-11,56.889,1.303,4.276,2368.424,NA
1959-12-12,56.644,1.444,4.248,2368.36,NA
1959-12-13,56.375,1.246,4.332,2368.29,NA
1959-12-14,56.063,0.765,4.361,2368.208,NA
1959-12-15,55.796,1.359,4.417,2368.137,NA
1959-12-16,55.508,1.076,4.389,2368.061,NA
1959-12-17,55.23,1.189,4.361,2367.988,NA
1959-12-18,54.979,1.501,4.389,2367.921,NA
1959-12-19,54.67,0.821,4.361,2367.839,NA
1959-12-20,54.396,1.303,4.446,2367.766,NA
1959-12-21,53.987,1.161,5.862,2367.656,NA
1959-12-22,53.851,1.812,3.37,2367.619,NA
1959-12-23,53.648,1.019,3.341,2367.564,NA
1959-12-24,53.49,1.529,3.341,2367.522,NA
1959-12-25,53.31,1.303,3.37,2367.473,NA
1959-12-26,53.128,1.388,3.455,2367.424,NA
1959-12-27,52.948,1.331,3.398,2367.376,NA
1959-12-28,52.77,1.303,3.341,2367.327,NA
1959-12-29,52.57,1.048,3.341,2367.272,NA
1959-12-30,52.391,1.303,3.341,2367.223,NA
1959-12-31,52.201,1.274,3.455,2367.171,NA
1960-01-01,52.012,1.303,3.455,2367.119,NA
1960-01-02,51.8,1.019,3.455,2367.062,NA
1960-01-03,51.592,1.048,3.455,2367.004,NA
1960-01-04,51.415,1.444,3.455,2366.955,NA
1960-01-05,51.228,1.303,3.455,2366.903,NA
1960-01-06,51.051,1.416,3.455,2366.854,NA
1960-01-07,50.853,1.189,3.455,2366.799,NA
1960-01-08,50.678,1.501,3.511,2366.751,NA
1960-01-09,50.504,1.529,3.511,2366.702,NA
1960-01-10,50.275,0.878,3.511,2366.638,NA
1960-01-11,50.134,1.869,3.511,2366.598,NA
1960-01-12,49.894,0.793,3.54,2366.531,NA
1960-01-13,49.709,1.444,3.568,2366.479,NA
1960-01-14,49.516,1.331,3.568,2366.425,NA
1960-01-15,49.312,1.246,3.568,2366.367,NA
1960-01-16,49.109,1.161,3.511,2366.309,NA
1960-01-17,48.894,1.076,3.54,2366.248,NA
1960-01-18,48.647,0.765,3.596,2366.178,NA
1960-01-19,48.445,1.303,3.625,2366.12,NA
1960-01-20,48.255,1.444,3.625,2366.065,NA
1960-01-21,48.065,1.472,3.653,2366.01,NA
1960-01-22,47.853,1.189,3.625,2365.949,NA
1960-01-23,47.642,1.246,3.653,2365.888,NA
1960-01-24,47.432,1.274,3.681,2365.827,NA
1960-01-25,47.245,1.472,3.625,2365.772,NA
1960-01-26,47.025,1.048,3.568,2365.708,NA
1960-01-27,46.828,1.359,3.625,2365.65,NA
1960-01-28,46.598,0.934,3.568,2365.583,NA
1960-01-29,46.381,1.076,3.568,2365.519,NA
1960-01-30,46.177,1.218,3.568,2365.458,NA
1960-01-31,45.972,1.218,3.568,2365.397,NA
1960-02-01,45.797,1.557,3.568,2365.346,NA
1960-02-02,45.602,1.331,3.568,2356.144,NA
1960-02-03,45.358,0.821,3.625,2365.211,NA
1960-02-04,45.115,0.85,3.625,2365.141,NA
1960-02-05,44.922,1.444,3.653,2365.083,NA
1960-02-06,44.73,1.444,3.653,2365.026,NA
1960-02-07,44.527,1.331,3.653,2364.965,NA
1960-02-08,44.328,1.359,3.653,2364.904,NA
1960-02-09,44.118,1.246,3.653,2364.84,NA
1960-02-10,43.929,1.472,3.625,2364.782,NA
1960-02-11,43.7,1.019,3.653,2364.712,NA
1960-02-12,43.52,1.557,3.625,2364.657,NA
1960-02-13,43.294,1.048,3.625,2364.587,NA
1960-02-14,43.048,0.793,3.625,2364.51,NA
1960-02-15,42.823,1.048,3.625,2364.44,NA
1960-02-16,42.593,0.991,3.625,2364.373,NA
1960-02-17,42.411,1.529,3.625,2364.312,NA
1960-02-18,42.207,1.274,3.625,2364.248,NA
1960-02-19,41.995,1.246,3.681,2364.181,NA
1960-02-20,41.801,1.501,3.709,2364.12,NA
1960-02-21,41.637,1.812,3.709,2364.068,NA
1960-02-22,41.407,1.076,3.709,2363.995,NA
1960-02-23,41.15,0.765,3.709,2363.913,NA
1960-02-24,40.987,1.812,3.681,2363.861,NA
1960-02-25,40.845,2.067,3.709,2363.815,NA
1960-02-26,40.626,1.189,3.709,2363.745,NA
1960-02-27,40.362,0.68,3.709,2363.66,NA
1960-02-28,40.128,1.019,3.709,2363.584,NA
1960-02-29,39.922,1.388,3.766,2363.517,NA
1960-03-01,39.716,1.416,3.766,2363.45,NA
1960-03-02,39.521,1.472,3.709,2363.386,NA
1960-03-03,39.317,1.359,3.709,2363.319,NA
1960-03-04,39.095,1.161,3.709,2363.245,NA
1960-03-05,38.873,1.161,3.709,2363.172,NA
1960-03-06,38.67,1.444,3.766,2363.105,NA
1960-03-07,38.45,1.246,3.766,2363.032,NA
1960-03-08,38.222,1.133,3.766,2362.956,NA
1960-03-09,37.967,0.85,3.766,2362.871,NA
1960-03-10,37.694,0.623,3.766,2362.779,NA
1960-03-11,37.487,1.388,3.766,2362.709,NA
1960-03-12,37.307,1.699,3.766,2362.648,NA
1960-03-13,37.099,1.388,3.766,2362.578,NA
1960-03-14,36.884,1.331,3.823,2362.505,NA
1960-03-15,36.617,0.765,3.823,2362.413,NA
1960-03-16,36.422,1.586,3.823,2362.346,NA
1960-03-17,36.2,1.274,3.823,2362.27,NA
1960-03-18,35.962,1.104,3.823,2362.188,NA
1960-03-19,35.761,1.642,3.936,2362.118,NA
1960-03-20,35.55,1.472,3.879,2362.045,NA
1960-03-21,35.332,1.359,3.879,2361.968,NA
1960-03-22,35.096,1.189,3.879,2361.856,NA
1960-03-23,34.949,2.18,3.879,2361.834,NA
1960-03-24,34.837,2.605,3.879,2361.795,NA
1960-03-25,34.811,1.841,2.152,2361.785,NA
1960-03-26,35.001,4.304,2.124,2361.853,NA
1960-03-27,35.472,5.89,0.481,2362.017,NA
1960-03-28,35.708,4.786,2.095,2362.099,NA
1960-03-29,35.839,3.625,2.124,2362.145,NA
1960-03-30,36.316,5.55,0.085,2362.31,NA
1960-03-31,36.386,2.832,2.01,2362.334,NA
1960-04-01,36.431,2.52,2.01,2362.349,NA
1960-04-02,36.636,2.492,0.142,2362.419,NA
1960-04-03,36.864,2.747,0.142,2362.49,NA
1960-04-04,37.208,4.106,0.142,2362.615,NA
1960-04-05,37.694,5.72,0.142,2362.779,NA
1960-04-06,38.34,7.561,0.142,2362.996,NA
1960-04-07,38.947,7.108,0.142,2363.197,NA
1960-04-08,39.65,8.212,0.142,2363.428,NA
1960-04-09,40.353,8.212,0.142,2363.657,NA
1960-04-10,41.102,8.75,0.142,2363.898,NA
1960-04-11,41.724,7.277,0.142,2364.096,NA
1960-04-12,42.179,5.38,0.142,2364.239,NA
1960-04-13,42.587,4.814,0.142,2364.367,NA
1960-04-14,43.029,5.21,0.142,2364.504,NA
1960-04-15,43.431,4.757,0.142,2364.629,NA
1960-04-16,43.68,3.002,0.142,2364.705,NA
1960-04-17,43.969,3.455,0.142,2364.794,NA
1960-04-18,44.337,4.389,0.142,2364.907,NA
1960-04-19,44.741,4.757,0.142,2365.029,NA
1960-04-20,45.196,5.38,0.142,2365.166,NA
1960-04-21,45.777,6.824,0.142,2365.339,NA
1960-04-22,46.278,5.89,0.142,2365.489,NA
1960-04-23,46.839,6.569,0.142,2365.653,NA
1960-04-24,47.369,6.23,0.142,2365.809,NA
1960-04-25,47.811,5.21,0.142,2365.937,NA
1960-04-26,48.16,4.134,0.142,2366.037,NA
1960-04-27,48.508,4.134,0.142,2366.138,NA
1960-04-28,48.894,4.559,0.142,2366.248,NA
1960-04-29,49.15,3.087,0.142,2366.321,NA
1960-04-30,49.451,3.596,0.142,2366.406,NA
1960-05-01,49.698,2.973,0.142,2366.476,NA
1960-05-02,49.873,2.152,0.142,2366.525,NA
1960-05-03,50.014,1.756,0.142,2366.565,NA
1960-05-04,50.167,1.897,0.142,2366.607,NA
1960-05-05,50.307,1.756,0.142,2366.647,NA
1960-05-06,50.417,1.416,0.142,2366.678,NA
1960-05-07,50.537,1.501,0.142,2366.711,NA
1960-05-08,50.678,1.756,0.142,2366.751,NA
1960-05-09,50.776,1.274,0.142,2366.778,NA
1960-05-10,50.986,2.549,0.142,2366.836,NA
1960-05-11,51.36,4.446,0.142,2366.94,NA
1960-05-12,51.856,5.833,0.142,2367.077,NA
1960-05-13,52.457,7.051,0.142,2367.241,NA
1960-05-14,53.084,7.334,0.142,2367.412,NA
1960-05-15,53.783,8.155,0.142,2367.601,NA
1960-05-16,54.442,7.9,0.34,2367.778,NA
1960-05-17,55.104,7.872,0.255,2367.955,NA
1960-05-18,55.773,7.9,0.227,2368.131,NA
1960-05-19,56.398,7.391,0.227,2368.296,NA
1960-05-20,56.96,6.683,0.227,2368.442,NA
1960-05-21,57.557,7.079,0.227,2368.598,NA
1960-05-22,58.054,5.918,0.227,2368.726,NA
1960-05-23,58.587,6.343,0.227,2368.863,NA
1960-05-24,59.436,9.996,0.227,2369.079,NA
1960-05-25,60.195,8.92,0.227,2369.271,NA
1960-05-26,59.813,10.052,0.283,2369.485,NA
1960-05-27,61.894,10.024,0.283,2369.695,NA
1960-05-28,62.783,10.477,0.283,2369.914,NA
1960-05-29,63.743,11.412,0.396,2370.149,NA
1960-05-30,64.727,11.695,0.396,2370.387,NA
1960-05-31,65.684,11.383,0.396,2370.616,NA
1960-06-01,66.766,12.799,0.368,2370.872,NA
1960-06-02,68.042,15.036,0.396,2371.17,NA
1960-06-03,69.561,17.84,0.396,2371.521,NA
1960-06-04,71.236,19.624,0.396,2371.902,NA
1960-06-05,73.007,20.728,0.396,2372.298,NA
1960-06-06,74.573,18.349,0.396,2372.642,NA
1960-06-07,76.202,19.086,0.368,2372.996,NA
1960-06-08,77.817,18.916,0.396,2373.34,NA
1960-06-09,79.298,17.415,0.396,2373.651,NA
1960-06-10,80.699,16.48,0.396,2373.941,NA
1960-06-11,82.181,17.387,0.396,2374.243,NA
1960-06-12,83.53,15.886,0.396,2374.514,NA
1960-06-13,84.912,16.254,0.396,2374.788,NA
1960-06-14,86.575,19.51,0.396,2375.114,NA
1960-06-15,87.897,15.546,0.396,2375.37,NA
1960-06-16,89.791,22.03,0.283,2375.733,NA
1960-06-17,91.729,22.512,0.255,2376.099,NA
1960-06-18,93.693,22.823,0.283,2376.465,NA
1960-06-19,95.685,23.107,0.255,2376.83,NA
1960-06-20,97.536,21.549,0.283,2377.166,NA
1960-06-21,99.241,19.822,0.255,2377.47,NA
1960-06-22,100.79,18.066,0.283,2377.745,NA
1960-06-23,102.136,15.688,0.255,2377.98,NA
1960-06-24,103.425,15.093,0.283,2378.202,NA
1960-06-25,104.634,14.13,0.255,2378.409,NA
1960-06-26,105.729,12.856,0.283,2378.595,NA
1960-06-27,106.761,12.091,0.255,2378.769,NA
1960-06-28,107.854,12.828,0.283,2378.952,NA
1960-06-29,108.666,9.571,0.255,2379.086,NA
1960-06-30,109.478,9.628,0.311,2379.22,NA
1960-07-01,110.186,9.288,1.161,2379.336,NA
1960-07-02,110.897,8.438,0.255,2379.452,NA
1960-07-03,111.647,8.863,0.255,2379.574,NA
1960-07-04,112.37,8.552,0.255,2379.689,NA
1960-07-05,113.035,7.872,0.255,2379.796,NA
1960-07-06,113.644,7.249,0.255,2379.894,NA
1960-07-07,113.895,3.2,0.311,2379.933,NA
1960-07-08,114.397,6.258,0.538,2380.013,NA
1960-07-09,114.859,5.607,0.283,2380.086,NA
1960-07-10,115.302,5.522,0.453,2380.156,NA
1960-07-11,115.456,5.635,3.851,2380.18,NA
1960-07-12,115.555,5.097,3.964,2380.195,NA
1960-07-13,115.692,5.437,3.879,2380.217,NA
1960-07-14,115.652,3.568,4.021,2380.211,NA
1960-07-15,115.535,2.605,3.964,2380.192,NA
1960-07-16,115.672,1.841,0.283,2380.214,NA
1960-07-17,115.829,2.067,0.255,2380.238,NA
1960-07-18,116.064,6.598,3.908,2380.275,NA
1960-07-19,115.809,0.991,3.908,2380.235,NA
1960-07-20,115.848,4.389,3.936,2380.241,NA
1960-07-21,115.829,3.709,3.936,2380.238,NA
1960-07-22,115.809,3.681,3.908,2380.235,NA
1960-07-23,115.888,1.161,0.255,2380.247,NA
1960-07-24,116.045,2.067,0.255,2380.272,NA
1960-07-25,116.143,5.097,3.964,2380.287,NA
1960-07-26,116.221,4.87,3.964,2380.299,NA
1960-07-27,116.045,1.954,3.964,2380.272,NA
1960-07-28,116.064,4.163,3.936,2380.275,NA
1960-07-29,116.025,3.455,3.908,2380.269,NA
1960-07-30,116.104,1.048,0.142,2380.281,NA
1960-07-31,116.32,2.605,0.142,2380.314,NA
1960-08-01,116.378,4.587,3.936,2380.323,NA
1960-08-02,116.221,2.124,3.908,2380.299,NA
1960-08-03,116.104,2.945,4.276,2380.281,NA
1960-08-04,115.868,1.274,3.964,2380.244,NA
1960-08-05,115.535,0.142,3.964,2380.192,NA
1960-08-06,115.652,1.501,0.142,2380.211,NA
1960-08-07,115.789,1.699,0.142,2380.232,NA
1960-08-08,115.712,3.087,3.993,2380.22,NA
1960-08-09,115.322,0.34,4.021,2380.159,NA
1960-08-10,115.071,0.34,4.049,2380.119,NA
1960-08-11,114.743,0.255,4.021,2380.067,NA
1960-08-12,114.551,1.812,4.021,2380.037,NA
1960-08-13,114.281,0.906,3.993,2379.994,NA
1960-08-14,113.991,0.651,3.993,2379.948,NA
1960-08-15,113.798,1.784,3.993,2379.918,NA
1960-08-16,113.626,2.01,3.993,2379.891,NA
1960-08-17,113.377,1.133,3.993,2379.851,NA
1960-08-18,113.168,1.614,3.993,2379.817,NA
1960-08-19,112.94,1.416,4.021,2379.781,NA
1960-08-20,112.863,1.359,2.237,2379.769,NA
1960-08-21,112.845,2.01,2.237,2379.766,NA
1960-08-22,112.617,1.444,4.078,2379.729,NA
1960-08-23,112.407,1.671,4.078,2379.696,NA
1960-08-24,112.217,1.897,4.078,2379.665,NA
1960-08-25,112.009,1.699,4.078,2379.632,NA
1960-08-26,111.819,0.566,4.049,2379.601,NA
1960-08-27,111.78,0.566,0.227,2379.595,NA
1960-08-28,111.742,0.566,0.227,2379.589,NA
1960-08-29,111.46,0.566,4.078,2379.543,NA
1960-08-30,111.272,1.926,4.078,2379.513,NA
1960-08-31,111.085,1.926,4.078,2379.482,NA
1960-09-01,110.917,2.152,4.078,2379.455,NA
1960-09-02,110.711,1.699,4.078,2379.421,NA
1960-09-03,110.542,0.34,2.265,2379.394,NA
1960-09-04,110.41,0.793,2.294,2379.372,NA
1960-09-05,110.318,1.246,2.322,2379.357,NA
1960-09-06,110.242,0.963,4.106,2379.345,NA
1960-09-07,110.055,0.963,4.078,2379.315,NA
1960-09-08,109.496,0.963,4.134,2379.223,NA
1960-09-09,109.183,0.453,4.049,2379.171,NA
1960-09-10,108.998,0.113,2.237,2379.141,NA
1960-09-11,108.851,0.566,2.265,2379.116,NA
1960-09-12,108.629,1.529,4.078,2379.08,NA
1960-09-13,108.444,0.821,4.049,2379.049,NA
1960-09-14,108.149,0.821,4.078,2379.001,NA
1960-09-15,107.781,0.821,4.078,2378.94,NA
1960-09-16,107.526,1.133,4.049,2378.897,NA
1960-09-17,107.381,0.566,2.237,2378.873,NA
1960-09-18,107.289,1.189,2.237,2378.857,NA
1960-09-19,107.071,1.557,4.078,2378.821,NA
1960-09-20,106.907,2.407,4.304,2378.793,NA
1960-09-21,107.017,1.359,0.113,2378.812,NA
1960-09-22,107.017,3.936,3.936,2378.812,NA
1960-09-23,106.798,1.472,3.964,2378.775,NA
1960-09-24,106.671,0.708,2.18,2378.754,NA
1960-09-25,106.671,2.18,2.18,2378.754,NA
1960-09-26,106.525,2.265,3.936,2378.729,NA
1960-09-27,106.362,2.124,3.993,2378.702,NA
1960-09-28,106.106,1.048,3.964,2378.659,NA
1960-09-29,105.909,1.699,3.964,2378.626,NA
1960-09-30,105.747,2.124,3.964,2378.598,NA
1960-10-01,105.622,0.566,2.01,2378.577,NA
1960-10-02,105.567,1.388,2.01,2378.568,NA
1960-10-03,105.37,1.388,3.653,2378.534,NA
1960-10-04,105.208,1.784,3.625,2378.507,NA
1960-10-05,104.975,0.963,3.653,2378.467,NA
1960-10-06,104.741,0.934,3.625,2378.428,NA
1960-10-07,104.526,1.161,3.625,2378.391,NA
1960-10-08,104.454,1.161,1.982,2378.379,NA
1960-10-09,104.401,1.359,1.982,2378.37,NA
1960-10-10,104.257,1.954,3.596,2378.345,NA
1960-10-11,104.098,1.841,3.653,2378.318,NA
1960-10-12,103.921,1.614,3.653,2378.287,NA
1960-10-13,103.779,2.01,3.653,2378.263,NA
1960-10-14,103.601,1.614,3.653,2378.232,NA
1960-10-15,103.512,0.963,1.982,2378.217,NA
1960-10-16,103.442,1.218,2.01,2378.205,NA
1960-10-17,103.264,1.614,3.653,2378.175,NA
1960-10-18,103.105,1.812,3.653,2378.147,NA
1960-10-19,102.928,1.614,3.653,2378.117,NA
1960-10-20,102.75,1.614,3.653,2378.086,NA
1960-10-21,102.538,1.218,3.653,2378.05,NA
1960-10-22,102.45,0.991,1.982,2378.034,NA
1960-10-23,102.38,1.189,2.01,2378.022,NA
1960-10-24,102.223,1.869,3.653,2377.995,NA
1960-10-25,102.066,1.812,3.625,2377.967,NA
1960-10-26,101.926,2.039,3.653,2377.943,NA
1960-10-27,101.804,2.265,3.653,2377.922,NA
1960-10-28,101.577,1.048,3.653,2377.882,NA
1960-10-29,101.541,1.614,2.039,2377.876,NA
1960-10-30,101.454,0.991,2.01,2377.861,NA
1960-10-31,101.227,1.104,3.709,2377.821,NA
1960-11-01,100.955,1.274,3.681,2377.784,NA
1960-11-02,100.825,1.501,3.709,2377.751,NA
1960-11-03,100.6,1.076,3.653,2377.711,NA
1960-11-04,100.429,1.671,3.653,2377.681,NA
1960-11-05,100.377,1.444,2.039,2377.672,NA
1960-11-06,100.291,1.019,2.01,2377.656,NA
1960-11-07,100.17,2.265,3.653,2377.635,NA
1960-11-08,99.998,1.727,3.709,2377.605,NA
1960-11-09,99.843,1.897,3.681,2377.577,NA
1960-11-10,99.62,1.104,3.653,2377.538,NA
1960-11-11,99.361,0.68,3.653,2377.492,NA
1960-11-12,99.224,0.453,2.039,2377.467,NA
1960-11-13,99.189,1.614,2.01,2377.461,NA
1960-11-14,99.034,1.869,3.653,2377.434,NA
1960-11-15,98.778,0.765,3.681,2377.388,NA
1960-11-16,98.558,1.161,3.709,2377.349,NA
1960-11-17,98.302,0.793,3.738,2377.303,NA
1960-11-18,98.064,0.991,3.709,2377.26,NA
1960-11-19,98.047,1.869,2.067,2377.257,NA
1960-11-20,97.962,1.048,2.039,2377.242,NA
1960-11-21,97.668,1.727,3.681,2377.211,NA
1960-11-22,97.587,1.388,3.738,2377.175,NA
1960-11-23,97.366,1.218,3.738,2377.135,NA
1960-11-24,97.232,0.538,2.095,2377.111,NA
1960-11-25,97.029,1.416,3.738,2377.074,NA
1960-11-26,96.929,0.934,2.095,2377.056,NA
1960-11-27,96.861,1.274,2.039,2377.044,NA
1960-11-28,96.727,2.237,3.766,2377.019,NA
